loudness_mean,loudness_std,brightness_mean,brightness_std,flux_mean,flux_std,zcr_mean,zcr_std,sharpness_mean,sharpness_std,hnr_mean,hnr_std,musicId
0.33411524,0.074018404,2928.435407809721,544.8117096290174,1.209993,0.8157295,0.1394863069611068,0.04919103446082629,0.04638098,0.038090494,14.258632,2.7853312,132
0.23906733,0.1033307,2820.1053792002226,907.1297918205264,1.458894,1.3680297,0.12864963779508515,0.08101848514770753,0.039803915,0.05533177,17.318184,6.2439322,133
0.32617575,0.08949232,2819.5532661553484,689.1476326032172,1.7862513,2.0591226,0.10796042049632353,0.04856891873465499,0.039589673,0.043649442,16.845242,5.321418,134
0.18690251,0.073928736,2444.7942055608014,598.4296479153076,1.1978896,0.84573257,0.10322273183533281,0.04254666754045014,0.025152031,0.034851484,17.985157,4.488164,135
0.16878426,0.08583517,2074.7495958228164,946.3391952873502,1.538419,1.9058564,0.08027842613196594,0.0634147800668665,0.014202496,0.03588669,23.58682,8.118178,136
0.28206345,0.065709375,2512.336427228588,461.48915684423736,1.2398539,0.8770836,0.0938777392124613,0.03224020384151087,0.026353257,0.032521844,17.144339,3.6458468,137
0.22603947,0.05030443,2487.9236507434016,518.0261968785677,1.1710291,0.723823,0.1088440130369582,0.03713738350749464,0.020788252,0.032334596,18.492466,3.8571324,138
0.28642216,0.09529309,2471.842533739099,650.9277878025378,1.588915,1.5844824,0.080819239188274,0.04311913054701709,0.018717384,0.03531049,20.05564,5.381353,139
0.27802587,0.06402834,2000.4288460149628,539.3347812865995,1.1922573,0.87610394,0.08393868023061497,0.031385922324344895,0.009623301,0.032221958,23.107393,4.5697947,14
0.2767586,0.10738865,2250.676343740798,1002.6158934434577,1.4509175,1.2832369,0.08583319224071208,0.06599856768193585,0.01943516,0.044772673,21.949474,7.126401,140
0.18925905,0.14165264,2874.0767822232183,1513.9405929987959,1.8095578,2.5184834,0.12466774239445365,0.09549486687240896,0.04154285,0.059263382,21.370327,12.435655,141
0.22227216,0.12421138,2930.911176463298,1018.1570735673758,1.8385671,1.7138507,0.11655829587958494,0.07738356718628966,0.030580178,0.04999273,19.381683,6.355323,142
0.2866199,0.06259286,2222.054003104603,525.8424150097338,1.0927454,0.86148024,0.11624154955979102,0.02922630644028716,0.01672865,0.030946152,19.620504,4.2389607,143
0.32938147,0.08080383,2893.878583223866,545.01170568217,1.2574953,0.88208157,0.14453313963332043,0.048173906777523395,0.053154085,0.04614332,13.6926155,2.7936306,144
0.2630787,0.059567347,2792.3641593567168,556.0255629691648,1.2138706,1.0237846,0.13323993505708204,0.04484320339822862,0.043895386,0.04440106,15.065478,3.7187002,145
0.26592773,0.09005584,2435.2434462702718,595.5202802427308,1.3782638,1.5139506,0.09385317397929567,0.04692581405616437,0.026690623,0.028437588,17.483091,4.07412,146
0.20985852,0.06863702,2278.4594281000004,621.8605609485279,1.2657118,1.3206363,0.09318953475715944,0.044137004539691355,0.013914953,0.014935929,20.666048,4.5675883,147
0.11453247,0.08640235,2389.33559356296,988.1503374788856,1.3365693,1.2530653,0.10593473357681889,0.0864011722712321,0.008319161,0.033725467,26.20864,6.564771,148
0.19655994,0.052823547,1921.5810474117764,618.6629801421104,1.0612781,1.1091186,0.08442806090363777,0.04659172897748694,0.010595548,0.04219215,24.346872,5.7831917,149
0.28689933,0.060210757,2187.1876816248737,773.2273290820397,1.2193744,0.99945766,0.0922367816369969,0.051209768382492665,0.012683222,0.016803732,21.733984,4.995262,15
0.18270923,0.057638586,2406.9980409501177,468.9044741581633,1.2505138,1.1365526,0.1032658154750387,0.03674370163313483,0.02320134,0.034668382,17.756784,3.3342843,150
0.15249255,0.056263313,2023.0795337044426,679.141736970644,1.2137916,1.4477553,0.07983322852167182,0.04629635199764203,0.013728379,0.03351819,22.66999,5.800615,151
0.3051833,0.069435716,2695.726931071651,460.9966302426086,1.186219,0.87713903,0.12661677026896284,0.03580209659491241,0.03214344,0.04305715,15.795211,2.4472952,152
0.26512977,0.059522998,2470.810124550102,548.5065967621667,1.1947958,0.88871646,0.12004386972716719,0.03992257660518548,0.026296332,0.03796207,17.319475,3.3403027,153
0.27193576,0.096345045,1969.0822931808418,735.6754628462018,1.4451023,1.2127471,0.09198394869872291,0.051188153679243155,0.007371601,0.014428807,25.05734,6.085155,156
0.2451469,0.10485998,1982.4106032003117,694.8142451154032,1.5896454,1.8713162,0.06265570578560371,0.0359289142346468,0.007045452,0.009685658,24.56504,5.578317,157
0.10399076,0.03823001,3498.8693806257543,562.9741100336644,1.4028423,1.2512288,0.1648811525593267,0.052789428716789225,0.05385041,0.04398342,13.468282,2.5837944,158
0.32187793,0.088709876,3195.161353723885,709.7950711308392,1.5183668,1.3631787,0.14141448880127708,0.04986226830478081,0.043006185,0.046281934,15.596284,4.4842157,159
0.26577008,0.055658817,2161.3469810416154,487.79854092294715,1.0851693,0.7110265,0.102107470249613,0.03247452645256108,0.014007798,0.013293502,20.16279,3.9980915,16
0.27842873,0.07854669,2951.810913235266,759.9581169435322,1.7412877,1.6832308,0.13829508211590558,0.06042692851127859,0.044867266,0.053538494,15.888241,4.924675,160
0.26642177,0.06978901,3036.4227035267936,752.8367348779693,1.4653269,1.4271536,0.1545523534249226,0.06575875655903314,0.046614796,0.04925108,15.317067,4.5911207,161
0.27842873,0.07854669,2951.810913235266,759.9581169435322,1.7412877,1.6832308,0.13829508211590558,0.06042692851127859,0.044867266,0.053538494,15.888241,4.924675,162
0.30583742,0.07375446,2823.0170573451405,595.4041517255587,1.1008015,0.6161283,0.13683326177921826,0.04700816373328902,0.03574409,0.031821538,15.899277,3.6836612,165
0.33978698,0.060807675,1847.1513092391306,354.795479266076,1.0275911,0.527927,0.08156073130321208,0.017357210188209824,0.009716582,0.029024342,21.587395,2.851708,166
0.3448809,0.06485026,3173.469682982476,638.558826019763,1.1805274,0.7370561,0.13380984846652477,0.048306094682034964,0.04893853,0.039187483,13.776443,2.2674394,167
0.29942954,0.06337742,2671.818044068637,535.6129088188187,1.1628108,0.84267485,0.12050153891737617,0.03684819987936908,0.032881603,0.035817765,15.932968,3.1064882,168
0.3016907,0.07309566,2345.9426741507805,746.3454437375442,1.084303,0.7844883,0.10430549172794118,0.04700671748116475,0.02428149,0.036545884,19.320965,6.734226,169
0.32397503,0.074949525,2127.989475841789,411.25417978958626,1.1259673,0.70802695,0.09882328753869969,0.023575350390844255,0.014023685,0.02913947,19.832348,3.21973,17
0.19125302,0.06774933,1560.1053265525627,889.2889970025213,1.1799587,0.76879984,0.059957687330688854,0.049400141004628424,0.005250852,0.030086232,28.762136,6.4174438,170
0.29031685,0.084393404,3277.3455104413415,604.7665666921304,1.3975623,1.5377451,0.1813564241486068,0.06720451331202006,0.068785064,0.06625534,13.419542,4.292261,171
0.2670972,0.17293648,2869.33921856108,1154.6003971659325,1.9923255,2.1816037,0.1070408440245607,0.07870691607646643,0.028563563,0.05396632,20.399843,7.8591766,172
0.26558506,0.10265208,2876.6561875233488,1046.581331147622,1.4941406,1.0275894,0.11023493204099821,0.08815624694544284,0.02807161,0.040849432,18.883863,5.706351,174
0.30825916,0.14054148,2428.0125938255296,1365.4395966739883,2.2919374,3.1574428,0.0645551651993034,0.07402321819233626,0.02108939,0.04922355,26.033958,11.257545,175
0.29712656,0.14362933,2523.634449484798,860.1673057362816,1.6296917,1.5465266,0.09554467611754967,0.06211000536383607,0.026612427,0.034272242,19.051807,5.6709843,176
0.27688888,0.16953948,1864.8025691728958,1071.1694565281448,1.9610144,2.3456025,0.06330536172116873,0.07982722436708922,0.010314594,0.027272386,28.398943,9.1029,177
0.36147988,0.1270524,2827.9034218913735,1028.648726999573,1.8456774,2.053414,0.10255833675986842,0.061495577077107615,0.026290368,0.043201286,20.46231,7.9883575,179
0.2602125,0.1290319,2499.329343321122,957.8319201857367,1.3965319,1.5050741,0.09925563564241487,0.10504915326713479,0.021502525,0.04245253,19.825504,5.1347475,18
0.30032656,0.107803516,2156.9512802505465,904.0872677042988,1.8463461,2.0457115,0.07014492790006427,0.05361819173399519,0.014276081,0.0351376,24.42082,7.184915,180
0.3441846,0.08417025,2587.4971148503864,862.1877316140084,1.6007067,1.5672204,0.0456505312098329,0.031686042537543535,0.011598634,0.039572846,23.691702,6.0631533,181
0.29293817,0.11364733,3127.0199747371285,705.6882704168567,1.4761854,1.0007366,0.13751730904121517,0.06224167779783363,0.04186373,0.05533627,15.877103,4.1679845,184
0.36147988,0.1270524,2827.9034218913735,1028.648726999573,1.8456774,2.053414,0.10255833675986842,0.061495577077107615,0.026290368,0.043201286,20.46231,7.9883575,185
0.26169544,0.15263608,2548.2903499558593,871.5399293009256,1.6347729,1.5773094,0.10480028828873802,0.06793381497222296,0.027964612,0.036138013,18.872221,5.7592387,186
0.16550641,0.07675609,3308.9280337620094,1109.3975215210412,1.7219915,1.888377,0.15882115648282286,0.10706892803086478,0.048408292,0.05719787,15.747184,5.235649,187
0.20652695,0.051462334,2542.4332365761943,887.964705134606,1.724548,1.7486144,0.06434390419407894,0.03686657425150328,0.014660684,0.022549883,21.824507,6.5025654,188
0.1552891,0.110359825,2487.9315751551144,1067.9731276565217,1.3996487,1.4214021,0.12817598389210816,0.07900934384940235,0.020415721,0.03218657,24.432636,11.373149,189
0.25580123,0.05989903,2512.2564029639857,437.17645162097614,1.1520356,0.6893991,0.10439883961397059,0.029149597726011573,0.02508898,0.014581674,16.897078,3.0806177,19
0.2394237,0.072606735,2171.4996773829143,659.6937011796037,1.5087764,1.5009665,0.08021717197847682,0.03319899759788082,0.013110585,0.036101226,21.977375,5.285413,191
0.316442,0.120547995,2958.3033449709515,1232.8929581775221,1.6456525,2.1489682,0.11588836700654583,0.10479697750803617,0.04969932,0.07219558,19.039389,8.8359,192
0.26773474,0.10947913,1202.6405653717609,802.594207633808,1.7799637,2.590216,0.021702017004341535,0.026011371746423595,0.0042116106,0.04062637,37.274086,12.88141,196
0.21738681,0.06421577,1886.8761532588921,556.1210798523416,1.1981211,1.0877926,0.07264808678405572,0.02947795111701659,0.0067614913,0.009239035,24.565664,5.1832824,197
0.21127054,0.072889104,2872.301389167663,778.8865427294867,1.3672882,1.1199076,0.12732311520414086,0.050070363786182896,0.04141486,0.041888174,16.081884,6.1632724,198
0.2871429,0.10811299,2182.6471417590983,499.23292756742904,2.2087214,2.7847373,0.08239610869838872,0.038701540969978465,0.013617033,0.017996253,22.12847,5.9524965,199
0.082607955,0.032251023,2455.6920766138446,610.7751734989891,1.4102312,1.334967,0.11755560057082043,0.03677795446340523,0.021613311,0.03366762,18.886961,4.659203,20
0.24141915,0.12821269,2410.7346357737283,1102.8894520313352,2.1327212,3.171523,0.08369149328765597,0.06640552892744732,0.027139394,0.053657524,22.484674,8.69907,200
0.2873453,0.06629319,2190.2087433716833,573.6133666432114,1.0431398,0.70030767,0.08694845382643189,0.034245401359876936,0.016227975,0.015021124,19.72541,4.521984,201
0.29900113,0.07242054,2388.2769913765496,544.5517340218975,1.1602705,0.85113853,0.11087158958978328,0.037457608045468216,0.026449682,0.035631362,17.297812,3.617399,202
0.28865373,0.09072936,2508.8823383172553,574.2490711038333,1.0844684,0.717132,0.12071279992260062,0.04064706885833532,0.028320821,0.03466222,17.163752,5.142498,203
0.16893017,0.05146019,2166.9314767751753,635.066237486667,1.1596208,0.5934083,0.11387043766931114,0.049273471972814384,0.015664902,0.039209053,21.54534,4.5949407,204
0.20867512,0.046920933,3847.938450759632,417.0664307927464,1.101538,0.46416986,0.24691044952109134,0.046369292082810966,0.09957248,0.04067197,10.548528,2.4803123,207
0.27963117,0.067278,2486.9631426434307,678.3345910980006,1.1326153,0.9005383,0.1320740150300083,0.05308108439772003,0.035146177,0.0435215,16.146883,3.6500678,209
0.2881102,0.068157375,3222.997163308019,542.544570241989,1.1773772,0.83857614,0.12667837231520898,0.05509846268183647,0.041525096,0.040489875,15.2266035,3.8714256,21
0.26940906,0.08924191,2649.5479646715185,630.9918958087899,1.609728,1.8356851,0.10660414530043437,0.04899048518877645,0.03505697,0.04030349,16.776064,4.398886,210
0.296704,0.08659479,2306.982826476955,881.2053012538153,1.7690572,2.0732863,0.10119250979585913,0.056207505734137096,0.027787099,0.044650383,19.500317,5.983641,211
0.35422206,0.0852198,2513.1671822850058,653.8244005320412,1.3838706,1.179437,0.08199761452689629,0.03691871567671457,0.021499135,0.021036636,18.841011,4.761175,212
0.16176566,0.1519063,2517.6957732946107,1056.869016863713,1.5911471,1.664581,0.12234960030476007,0.0837038764441495,0.029364511,0.04988918,20.314785,7.580705,213
0.34991148,0.098908976,2290.469213980522,768.9696007950766,1.2326028,0.9587883,0.08547907495646284,0.05342807413611214,0.020513296,0.041147284,19.732357,4.483396,215
0.26502344,0.085720435,1895.3558069096339,592.2073951413709,1.224044,1.129054,0.06769762541118421,0.029807080115040487,0.012417881,0.030265527,21.711945,4.7124577,216
0.29354662,0.07328873,2143.3121313525257,459.90757833512953,1.1248194,0.90496784,0.07968372787017168,0.028551595903647295,0.016981216,0.031946246,19.612728,4.3498836,217
0.263253,0.080704756,2566.203065943899,629.0894238711277,1.1470026,0.88664436,0.11128201794698142,0.047484321200581145,0.028293282,0.027546324,16.96849,3.616187,219
0.2696934,0.068835214,2563.6012964759398,613.3518732636937,1.1844893,0.92327994,0.10506587896865016,0.05003666944660418,0.029387403,0.028186742,16.913923,3.6905663,220
0.28773022,0.09317803,3402.9377082942456,812.6910099090856,1.438684,1.5197085,0.16488978146768576,0.09269102704464295,0.07236257,0.06488752,13.22748,4.384628,221
0.20875219,0.04207629,2589.435843303865,520.787896522381,1.1002778,0.5994706,0.12849430993614552,0.039595594802688185,0.026935093,0.03281346,16.739462,2.9930422,222
0.28714243,0.10433564,2401.529891764721,1363.9276881894816,2.3910532,3.1404743,0.053590752443291506,0.04186448160981464,0.013274016,0.019435303,26.111794,10.946913,224
0.23987661,0.13115257,1702.2239836789195,1094.2047676179566,1.687431,2.108596,0.05377883292294322,0.04976758445700757,0.008000365,0.021481074,30.392,13.722986,225
0.21834958,0.11624149,2239.6688893894243,1076.9554371923575,1.951541,2.2050397,0.055226665296052635,0.05877663576319623,0.013129036,0.029517077,25.913647,10.063424,227
0.13521041,0.060641788,1765.9156398493662,788.4859178132276,1.4724214,1.6032656,0.06898615570730825,0.04274710922956598,0.013362036,0.038364787,24.721306,8.713837,228
0.22478166,0.17989984,3053.9157035220355,1535.6143883510595,2.144859,2.5076876,0.15610223067434212,0.14452575506595658,0.05190853,0.07460789,19.207682,9.914009,229
0.23239495,0.07434931,2231.8161127568637,627.9120336495641,1.2951705,0.8777749,0.09790726213265728,0.04699286692620524,0.017377872,0.035206757,20.36273,4.773439,23
0.09126831,0.05007181,2484.865641486304,469.3795898161535,1.2023568,0.7811167,0.11553914657491722,0.047570177569566496,0.02460445,0.036470275,17.734394,3.592523,230
0.18728966,0.14240797,2670.1128892069064,1059.4533774497238,1.8880125,2.3413105,0.0936676119872291,0.06422081571863211,0.021682417,0.040202193,21.39667,7.730174,231
0.15106678,0.10504263,2044.687299400919,730.2418945118061,1.5117404,1.5238365,0.07132534345975232,0.04412416737887175,0.008432403,0.01678828,25.082893,7.238969,232
0.17689663,0.09605654,2783.455897871857,1289.666410099575,1.7526872,1.7458663,0.11819391870646284,0.10731799987898946,0.020579213,0.035757415,21.893837,7.0927715,233
0.20397724,0.14274152,2902.721961295588,1250.0728901436207,2.0815477,2.6641586,0.10363223529852236,0.10183147102131743,0.025930414,0.043492507,22.294243,9.176833,234
0.19860122,0.14048545,1998.1702290909068,602.5273130527667,1.890528,2.4834,0.07758150993396663,0.048534094942706024,0.011531683,0.032488503,22.558554,5.746525,235
0.18124539,0.06324129,1187.4234960380202,991.3254814669802,1.3300419,1.3040757,0.047535237882159444,0.048633939520282034,0.005109401,0.032462,37.240192,12.151569,236
0.24081586,0.14263104,2133.5902143497665,1134.7093619459663,1.9889739,2.5052507,0.07761857827012383,0.06721119354992064,0.012380907,0.022178762,24.833344,8.698957,237
0.19357009,0.105416946,2296.0360839690047,761.7086817218664,1.9631326,2.5685918,0.08253989987688297,0.05621670296563286,0.019134331,0.044858918,22.142576,6.8538756,238
0.27947384,0.16132446,3057.879328835264,1490.600034893927,1.9683056,2.1749635,0.12175890092879257,0.12513246284704208,0.037412703,0.05945528,20.04133,8.353485,239
0.26154584,0.11183004,2250.1502166396913,902.3461534570969,1.5361001,1.6025137,0.05368357947624848,0.04747145680945738,0.011581054,0.020414297,23.923164,6.300398,241
0.2706553,0.15931657,2378.18091874546,1247.8677027289432,2.0333295,2.8885229,0.08774944463857827,0.09228612746320822,0.029687522,0.062996924,23.216879,8.922548,242
0.25737995,0.1670261,2167.915284768144,931.8216242244424,1.7500918,1.8481904,0.06497239623645511,0.05298497271927456,0.015966067,0.030204624,23.435587,7.446107,244
0.222691,0.16818915,2476.522228725398,1191.1272683832383,2.2180972,3.0233703,0.09733236684887771,0.08966680110646297,0.020650405,0.03580807,23.976898,10.338006,249
0.24079847,0.059959397,2585.143466836483,701.2437274779847,1.300334,0.8805446,0.12266857040924922,0.04743941213972002,0.027626557,0.04005347,18.017048,4.711734,25
0.2467846,0.10237358,3012.2992684977003,1025.4731821623732,1.8186476,2.0562298,0.1403736636513158,0.09898193439234347,0.032813378,0.04989017,19.130445,7.5014925,251
0.026113328,0.018704202,1575.7750949920064,1009.6359281855072,1.2170637,1.2622191,0.06176720019833591,0.04998002398642578,0.006329428,0.028885035,30.028982,8.351537,252
0.2237079,0.15290128,3427.4929500302715,1342.828489668191,2.193653,2.1665015,0.14267827556598298,0.12599758009490727,0.04544717,0.05909961,18.973043,8.832954,253
0.33807117,0.12099803,2061.8567367752294,1043.0992854216936,1.8554639,2.4340687,0.04855601780185759,0.04861074287704003,0.010980803,0.03664156,27.797552,10.577694,257
0.22897209,0.16145356,2639.663690713408,1093.8566467904948,1.7688415,1.7366265,0.10513423341098972,0.08847687687125227,0.025921777,0.043813374,21.04474,7.759504,258
0.32072303,0.1030672,2857.310670867858,800.9849691099132,1.7874736,2.2771199,0.08908371324710797,0.05957627453458438,0.03435971,0.05779462,18.444605,5.9839516,26
0.2189341,0.16896074,2295.4436632219486,1078.072353973951,1.9408631,2.4743125,0.08989061290634674,0.06945298014196041,0.021115627,0.044133916,23.349474,9.638413,260
0.21554124,0.09362101,1921.896610798547,777.5574975081147,1.4003206,1.1625248,0.06414549269543343,0.044767285847225106,0.008350401,0.033042192,25.746286,6.124817,263
0.33313552,0.1710113,1828.5494892368267,886.7002487491662,1.9102511,2.2453263,0.05424154653637771,0.05174829980178698,0.010521892,0.026106294,27.087952,9.321765,265
0.17840783,0.12092702,2608.6746437385186,1560.4101359840438,2.027387,2.994572,0.10522234181501548,0.09119305392023024,0.030087007,0.054240838,23.965136,12.911251,267
0.20899902,0.091874845,2019.28731844057,962.2604509285114,1.78507,2.7067387,0.05819957248935759,0.05146225178838654,0.013083413,0.023471955,23.936459,7.547978,269
0.16821414,0.09204163,1465.7841344031544,1035.6275228616807,1.6230193,2.2949297,0.05259567591428019,0.053991842056636694,0.006270117,0.016652836,31.202217,10.69256,273
0.29968685,0.16388874,1064.882554107591,972.8108890786166,1.4946071,1.8013407,0.02901380792859907,0.0534532239415104,0.004202151,0.02740778,41.802437,14.38078,275
0.29999408,0.15872325,2970.65697800312,1272.0496337535858,2.2105138,2.2578678,0.11481941152283281,0.10225349838090554,0.035617698,0.056494478,19.085007,7.213192,276
0.31772193,0.107743524,2423.7949225067837,1368.2036184795081,2.385411,3.1159928,0.05425153459821429,0.04183039903152348,0.013491691,0.019552045,25.911613,10.836599,277
0.30450812,0.095776685,2958.350167079502,1275.5910566831099,2.5338738,3.0693412,0.07121953901076158,0.05649398968488486,0.021130454,0.042990997,23.113113,9.263727,279
0.33691004,0.08921362,1788.271525231214,622.2456491759874,1.2505633,0.931693,0.06195314011706656,0.04494868829863141,0.008442916,0.017188791,23.31332,4.5523787,28
0.3035292,0.12151902,1315.5206972091216,1026.0700099944409,1.8994222,2.6487312,0.026483210985874615,0.024647413210079266,0.00513047,0.04078358,37.200718,13.96632,280
0.27476242,0.09507606,2447.371187057792,936.4753324133494,1.5099695,1.0075331,0.10102048895994209,0.06518266324469772,0.021399966,0.030795917,19.557772,5.1176634,282
0.20485964,0.10585109,2805.9403465069727,905.2233760775831,1.8765157,1.6892513,0.0997400736891657,0.052242371446536116,0.024702191,0.04179464,18.417976,4.5981684,283
0.22514069,0.094233915,2534.643926195124,893.8238552746012,1.5785646,1.2980443,0.11622454285990712,0.06742881210464881,0.03086256,0.04971676,18.390812,5.400995,284
0.3146658,0.09615295,2021.244900068666,965.5536258320918,1.7980027,1.7252632,0.053103609350812694,0.041300023575939364,0.010314707,0.031775534,24.631948,7.231212,285
0.18838063,0.14216748,2475.1629501632437,996.9393220808848,1.65003,1.9228883,0.09417356927710843,0.07314151464720649,0.02354936,0.03689537,20.699492,6.971673,287
0.25782,0.060901377,2396.9612497856665,457.902459319352,1.2302741,0.712453,0.11054090375870743,0.03074581390417543,0.018419394,0.030997632,18.841072,3.5582902,29
0.29782888,0.13390417,2960.0142370531703,872.1263276269107,1.5131255,1.4775407,0.12133139417918455,0.07679289883763811,0.033427265,0.03757421,16.605766,4.3868937,292
0.26529914,0.06264569,2484.7470575393145,519.558536207581,1.1683326,0.7691686,0.10770515958063022,0.032655514486194484,0.025645472,0.03466145,17.141085,3.2056282,293
0.26529014,0.07939624,2653.7963967616747,571.3182649083046,1.2225925,0.8741307,0.12455933750967492,0.041016960571253265,0.035449557,0.036783352,16.083235,4.62054,294
0.2217062,0.07329846,3030.1571650153824,857.4088586019988,1.2030817,0.9738366,0.14343904194078946,0.07244019441266067,0.046433683,0.051942337,15.167439,3.997593,295
0.2166693,0.061158083,2579.7479904406205,514.7121921636879,1.3934844,1.2887808,0.11770790501644737,0.040859883145377786,0.032604147,0.03708752,16.054873,3.0932102,296
0.2230654,0.055111334,2470.7496275886615,710.0910250045132,1.2547275,0.9568779,0.099421923374613,0.050984067022983075,0.022737326,0.03747521,18.856861,4.783431,297
0.33174124,0.07608268,2454.815568827974,602.7672256934593,1.1133003,0.59111446,0.11158396565495207,0.05045849275764695,0.027681101,0.031118864,17.017612,3.2064078,298
0.28296873,0.07161352,2218.0884683629138,956.2578932609662,1.1449046,1.0797163,0.07860572271671827,0.05858670075615626,0.014160803,0.03420307,21.826544,5.0293927,299
0.22800885,0.06405967,2415.7344539797537,396.39224014405204,1.0957978,0.615495,0.11420717032701239,0.032227965671551645,0.019007517,0.031032344,18.606878,3.452039,30
0.29698625,0.08677739,2231.171117568688,702.582260257798,1.1946664,0.9836608,0.07824895994582043,0.04894621416094245,0.019590937,0.037681885,19.669485,4.401877,300
0.32624584,0.107994996,2280.485014121549,783.3251358910062,1.6039245,1.7529427,0.08222626015866873,0.04599144172597878,0.024048489,0.03204243,19.36075,5.478456,301
0.13440844,0.041847926,3418.1352698315814,904.3889084360721,1.4582131,1.2174946,0.13615031784994966,0.07025934005496373,0.026719507,0.03205143,17.989992,4.5037966,302
0.14596961,0.038723484,2161.2119959944766,348.0391302789577,1.1193438,0.8277397,0.1191149259868421,0.023675123107711245,0.015940122,0.030508945,19.480854,3.4460235,303
0.28907654,0.0679482,2588.861642383715,398.7741333781862,1.1572514,0.89700526,0.12836694865034828,0.029958377672786977,0.03698424,0.03653802,15.176983,2.610584,304
